idx,trajectory_id,frames,duration_s,R_max,R_mean,peak_at_s,min_ttc_raw,ticks_ttc_lt2,max_speed,max_accel,max_jerk,max_steer_var,max_lane_offset,max_ttc,max_headway,max_density
612,us-101__1734,2060,206.0,0.88913,0.291768,139.7,0.687,31,1.0,1.0,1.0,1.0,0.9606,0.9751,1.0,1.0
613,peachtree__1064,449,44.9,0.704371,0.244253,2.9,0.726,6,1.0,1.0,1.0,1.0,1.0,0.9699,0.8091,1.0
614,i-80__2468,1707,170.7,0.7179,0.290037,36.9,0.385,12,0.3475,1.0,1.0,1.0,1.0,1.0,0.9612,1.0
615,i-80__1882,1092,109.2,0.805783,0.322552,77.3,0.332,11,1.0,1.0,1.0,1.0,0.6687,1.0,0.8981,1.0
616,i-80__2314,2039,203.9,0.809237,0.292943,70.5,0.504,18,1.0,1.0,1.0,1.0,1.0,0.9995,0.9161,1.0
617,us-101__2900,763,76.3,0.522058,0.302046,1.7,4.542,0,0.6997,1.0,1.0,1.0,0.7239,0.4611,0.9268,1.0
618,peachtree__1298,552,55.2,0.597815,0.229624,13.2,2.677,0,0.4458,1.0,1.0,1.0,1.0,0.7097,0.8725,1.0
619,i-80__3181,810,81.0,0.680591,0.281129,56.1,1.935,2,0.3442,1.0,1.0,1.0,0.6402,0.8087,0.9304,1.0
620,i-80__2976,775,77.5,0.61459,0.261852,62.5,1.218,3,0.3762,1.0,1.0,0.4887,0.5355,0.9042,0.8346,1.0
621,us-101__1371,1928,192.8,0.872114,0.309567,87.2,0.259,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
622,us-101__2482,1512,151.2,0.833991,0.283855,78.6,0.708,12,1.0,1.0,1.0,1.0,1.0,0.9723,0.9161,1.0
623,i-80__2470,1013,101.3,0.703395,0.308587,5.4,1.158,10,0.4896,1.0,1.0,1.0,0.8131,0.9123,0.9522,1.0
624,i-80__456,591,59.1,0.46048,0.236591,5.9,8.429,0,0.4572,1.0,1.0,1.0,0.5313,0.0,0.7147,1.0
625,peachtree__413,1665,166.5,0.744756,0.340427,43.1,0.632,18,0.5209,1.0,1.0,1.0,1.0,0.9824,0.918,1.0
626,i-80__158,376,37.6,0.475906,0.299949,30.7,4.69,0,0.6162,1.0,1.0,0.0684,0.8093,0.4413,0.6664,1.0
627,us-101__1159,1592,159.2,0.638205,0.271232,58.4,4.583,0,1.0,1.0,1.0,1.0,1.0,0.4556,0.8647,1.0
628,i-80__3122,471,47.1,0.650727,0.387133,25.7,0.256,11,0.6286,1.0,1.0,0.3098,1.0,1.0,0.9155,1.0
629,i-80__620,1668,166.8,0.817966,0.290707,71.6,0.469,21,1.0,1.0,1.0,1.0,1.0,1.0,0.9376,1.0
630,i-80__965,1021,102.1,0.586406,0.289362,20.3,2.253,0,0.343,1.0,1.0,1.0,0.8604,0.7663,0.8961,1.0
631,lankershim__671,1262,126.2,0.861728,0.317306,95.7,0.563,7,1.0,1.0,1.0,1.0,1.0,0.9916,0.797,1.0
632,i-80__1779,728,72.8,0.572292,0.304523,8.6,3.779,0,0.4376,1.0,1.0,1.0,0.6928,0.5629,0.9232,1.0
633,i-80__763,1371,137.1,0.803544,0.289582,61.9,0.36,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
634,lankershim__916,893,89.3,0.632436,0.387865,17.9,4.161,0,1.0,1.0,1.0,1.0,1.0,0.5118,0.9177,1.0
635,i-80__163,1442,144.2,0.625284,0.278151,70.9,1.119,4,1.0,1.0,1.0,1.0,0.703,0.9175,0.8477,1.0
636,us-101__1962,1383,138.3,0.877922,0.312917,51.7,0.586,12,1.0,1.0,1.0,1.0,1.0,0.9886,0.9282,1.0
637,i-80__837,1447,144.7,0.802234,0.288182,55.2,0.528,6,1.0,1.0,1.0,1.0,1.0,0.9963,0.9332,1.0
638,peachtree__1129,204,20.4,0.456221,0.255162,2.4,inf,0,0.4407,1.0,1.0,1.0,1.0,0.0,0.0,0.72
639,lankershim__874,1607,160.7,0.759022,0.340853,14.8,0.32,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
640,us-101__1287,2027,202.7,0.852863,0.283325,105.2,0.6,13,1.0,1.0,1.0,1.0,0.6914,0.9866,0.9083,1.0
641,peachtree__999,807,80.7,0.679224,0.333943,54.1,0.791,6,1.0,1.0,1.0,1.0,1.0,0.9612,0.9036,0.92
642,i-80__3284,580,58.0,0.718168,0.291379,27.6,1.238,3,0.632,1.0,1.0,1.0,1.0,0.9016,0.767,1.0
643,i-80__437,774,77.4,0.462913,0.271106,23.8,2.173,0,0.3743,0.7566,1.0,0.7122,1.0,0.7769,0.863,1.0
644,lankershim__807,1587,158.7,0.755553,0.389671,127.2,0.284,27,1.0,1.0,1.0,1.0,1.0,1.0,0.9828,1.0
645,i-80__678,778,77.8,0.559827,0.304983,11.7,2.127,0,0.4378,1.0,1.0,1.0,1.0,0.783,0.9389,1.0
646,i-80__2544,2101,210.1,0.636756,0.304057,128.7,3.058,0,0.2437,1.0,1.0,1.0,0.8243,0.6589,0.9784,1.0
647,us-101__2130,1200,120.0,0.821751,0.279639,67.0,0.55,9,1.0,1.0,1.0,1.0,1.0,0.9934,0.8496,1.0
648,lankershim__1303,202,20.2,0.515745,0.305561,1.2,0.964,4,0.3745,1.0,1.0,1.0,1.0,0.9381,0.7596,1.0
649,i-80__1865,351,35.1,0.434212,0.31531,33.3,7.347,0,0.6311,0.9721,1.0,0.0355,0.7071,0.0871,0.7174,1.0
650,us-101__2742,772,77.2,0.72623,0.253561,72.1,1.358,3,0.666,1.0,1.0,1.0,0.6812,0.8856,0.9356,1.0
651,us-101__2795,780,78.0,0.639972,0.316046,32.7,3.077,0,0.7416,1.0,1.0,1.0,1.0,0.6564,0.9251,1.0
652,i-80__2047,362,36.2,0.452626,0.310606,3.3,12.782,0,0.6127,1.0,1.0,0.148,1.0,0.0,0.3589,1.0
653,lankershim__714,1309,130.9,0.791879,0.380077,35.2,1.089,5,1.0,1.0,1.0,1.0,1.0,0.9214,0.9173,1.0
654,us-101__2630,719,71.9,0.41076,0.287805,7.2,5.824,0,0.5124,0.9145,1.0,0.1398,0.6308,0.2902,0.8633,1.0
655,lankershim__1293,1792,179.2,0.685098,0.308345,9.9,2.806,0,1.0,1.0,1.0,1.0,1.0,0.6925,0.9113,1.0
656,us-101__1224,1999,199.9,0.853737,0.273412,48.9,0.736,13,1.0,1.0,1.0,1.0,1.0,0.9685,0.9221,1.0
657,lankershim__1103,2144,214.4,0.807548,0.337209,197.7,0.445,14,1.0,1.0,1.0,1.0,1.0,1.0,0.9327,1.0
658,us-101__2138,553,55.3,0.629244,0.284342,39.9,0.298,4,0.6057,0.7442,0.9411,0.1685,0.6337,1.0,1.0,1.0
659,us-101__2448,702,70.2,0.378062,0.267456,6.5,9.399,0,0.4341,0.7668,0.9999,0.0459,0.6979,0.0,0.7826,1.0
660,us-101__2320,1155,115.5,0.832114,0.286308,52.2,0.668,6,1.0,1.0,1.0,1.0,1.0,0.9776,0.8498,1.0
661,us-101__2618,1761,176.1,0.779385,0.279231,98.1,0.528,10,1.0,1.0,1.0,1.0,0.9701,0.9963,1.0,1.0
662,us-101__1144,1963,196.3,0.772354,0.280842,56.0,1.263,3,1.0,1.0,1.0,1.0,1.0,0.8982,0.8975,1.0
663,i-80__272,967,96.7,0.394133,0.218477,10.9,13.296,0,0.2806,0.8641,1.0,0.4054,0.7738,0.0,0.6867,1.0
664,peachtree__1214,1540,154.0,0.837844,0.354721,79.3,0.83,18,1.0,1.0,1.0,1.0,1.0,0.956,0.9214,1.0
665,i-80__893,1764,176.4,0.8834,0.28122,72.5,0.894,5,1.0,1.0,1.0,1.0,0.9967,0.9475,0.9404,1.0
666,us-101__2035,1534,153.4,0.864119,0.305998,65.5,0.236,12,1.0,1.0,1.0,1.0,1.0,1.0,0.9578,1.0
667,peachtree__669,761,76.1,0.56291,0.27071,9.8,0.109,13,1.0,1.0,1.0,1.0,1.0,1.0,0.1282,1.0
668,peachtree__1431,1015,101.5,0.722311,0.267581,78.9,1.525,11,0.689,1.0,1.0,1.0,1.0,0.8633,0.9126,1.0
669,lankershim__557,1262,126.2,0.678692,0.297999,85.8,3.946,0,0.5337,1.0,1.0,1.0,1.0,0.5405,0.8799,1.0
670,i-80__2346,1172,117.2,0.706935,0.295186,78.6,1.133,3,1.0,1.0,1.0,1.0,0.8779,0.9156,0.9288,1.0
671,us-101__2068,377,37.7,0.594736,0.243845,10.0,0.375,7,0.6211,0.8048,0.9285,0.1916,1.0,1.0,0.8737,1.0
672,us-101__1056,1911,191.1,0.85671,0.293947,60.5,0.507,9,1.0,1.0,1.0,1.0,1.0,0.999,0.8894,1.0
673,us-101__2891,799,79.9,0.379853,0.252055,26.1,7.364,0,0.6934,0.7266,0.9479,0.7447,0.5593,0.0848,0.8061,1.0
674,us-101__2250,1363,136.3,0.829613,0.276597,64.4,0.446,9,1.0,1.0,1.0,1.0,1.0,1.0,0.8543,1.0
675,lankershim__1496,1161,116.1,0.550219,0.29727,1.3,0.988,5,0.6062,1.0,1.0,1.0,1.0,0.9349,0.6768,1.0
676,i-80__3040,609,60.9,0.717297,0.340359,53.6,2.76,0,0.5166,1.0,1.0,0.3769,1.0,0.6987,0.9493,1.0
677,peachtree__694,1190,119.0,0.706702,0.371398,21.4,0.539,7,1.0,1.0,1.0,1.0,1.0,0.9948,0.9256,1.0
678,us-101__2234,474,47.4,0.500739,0.255005,23.3,2.815,0,0.5774,1.0,1.0,1.0,1.0,0.6913,0.867,1.0
679,i-80__571,2276,227.6,0.900256,0.286817,139.2,0.569,19,1.0,1.0,1.0,1.0,1.0,0.9908,0.9084,1.0
680,us-101__911,1070,107.0,0.837805,0.303193,46.8,1.332,5,1.0,1.0,1.0,1.0,0.9409,0.889,0.8984,1.0
681,lankershim__73,792,79.2,0.601208,0.390452,16.9,4.075,0,0.8109,1.0,1.0,1.0,1.0,0.5233,0.9246,1.0
682,i-80__2601,374,37.4,0.528321,0.345892,31.1,4.067,0,0.626,1.0,1.0,0.1015,0.6785,0.5244,1.0,1.0
683,us-101__2396,674,67.4,0.373694,0.255767,21.7,8.53,0,0.4558,0.7982,0.9744,0.0808,0.7289,0.0,0.8115,1.0
684,lankershim__1447,1403,140.3,0.675173,0.27569,94.7,0.607,14,0.6584,1.0,1.0,1.0,1.0,0.9857,0.9231,1.0
685,us-101__1787,1712,171.2,0.811655,0.280719,74.3,1.291,3,1.0,1.0,1.0,1.0,0.8589,0.8945,0.9214,1.0
686,lankershim__953,1680,168.0,0.759785,0.324255,113.9,0.297,16,1.0,1.0,1.0,1.0,1.0,1.0,0.8996,1.0
687,i-80__2511,1067,106.7,0.594346,0.326841,58.8,0.313,11,0.4404,1.0,1.0,1.0,1.0,1.0,0.9244,1.0
688,i-80__353,1826,182.6,0.852732,0.300057,52.7,0.156,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
689,us-101__2621,1412,141.2,0.60087,0.294538,85.5,1.068,6,1.0,1.0,1.0,1.0,1.0,0.9243,0.9284,1.0
690,lankershim__1219,1706,170.6,0.705758,0.360741,114.6,0.87,5,1.0,1.0,1.0,1.0,1.0,0.9507,0.9193,1.0
691,i-80__761,590,59.0,0.659362,0.290053,17.0,3.438,0,0.4977,1.0,1.0,1.0,0.5551,0.6082,0.9188,1.0
692,us-101__2881,946,94.6,0.517356,0.290128,20.1,2.584,0,0.6695,0.9305,1.0,1.0,1.0,0.7221,0.9134,1.0
693,us-101__2823,939,93.9,0.532048,0.315782,24.3,3.81,0,0.5338,0.6967,0.8033,1.0,1.0,0.5586,0.8982,1.0
694,peachtree__201,860,86.0,0.463457,0.229694,13.5,2.69,0,0.4762,1.0,1.0,1.0,1.0,0.7079,0.4492,0.72
695,i-80__902,1697,169.7,0.707062,0.294378,3.1,0.268,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9294,1.0
696,us-101__1951,1411,141.1,0.774683,0.297281,47.7,0.859,5,1.0,1.0,1.0,1.0,1.0,0.9521,0.9154,1.0
697,i-80__2044,3378,337.8,0.795625,0.291412,154.6,0.883,9,1.0,1.0,1.0,1.0,1.0,0.949,0.9558,1.0
698,peachtree__1201,806,80.6,0.794821,0.348289,39.2,0.254,35,0.6387,1.0,1.0,1.0,1.0,1.0,0.9255,1.0
699,i-80__2694,1251,125.1,0.491704,0.25508,90.7,3.498,0,0.2686,0.824,0.9736,1.0,0.6579,0.6002,0.8981,1.0
700,i-80__451,1268,126.8,0.836006,0.284689,55.7,0.138,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9749,1.0
701,i-80__397,2027,202.7,0.918962,0.311634,123.7,0.273,21,1.0,1.0,1.0,1.0,1.0,1.0,0.9214,1.0
702,lankershim__314,2139,213.9,0.822043,0.385049,32.2,0.363,17,1.0,1.0,1.0,1.0,1.0,1.0,0.9323,1.0
703,us-101__2437,708,70.8,0.50696,0.28233,20.0,1.538,2,0.491,0.9181,1.0,0.102,0.6106,0.8616,0.8839,1.0
704,us-101__1907,1857,185.7,0.811345,0.307834,48.7,0.455,19,1.0,1.0,1.0,1.0,1.0,1.0,0.9338,1.0
705,peachtree__1453,1474,147.4,0.908815,0.346217,98.7,0.498,27,1.0,1.0,1.0,1.0,1.0,1.0,0.9172,0.92
706,i-80__3139,669,66.9,0.522927,0.290724,34.5,3.071,0,0.3975,1.0,1.0,1.0,0.7399,0.6572,0.8847,1.0
707,i-80__177,1032,103.2,0.641748,0.274231,5.8,2.455,0,0.3433,1.0,1.0,1.0,1.0,0.7393,0.9362,1.0
708,lankershim__54,466,46.6,0.731439,0.284888,3.6,0.86,14,0.3155,1.0,1.0,1.0,1.0,0.9519,0.8943,1.0
709,peachtree__980,1159,115.9,0.683223,0.28452,81.2,0.467,14,1.0,1.0,1.0,1.0,1.0,1.0,0.8319,1.0
710,lankershim__1379,166,16.6,0.616529,0.391826,7.7,4.719,0,0.7992,1.0,1.0,0.5075,1.0,0.4375,0.8002,1.0
711,us-101__2717,848,84.8,0.505545,0.287369,37.7,5.336,0,0.5647,1.0,1.0,1.0,0.769,0.3552,0.9266,1.0
712,us-101__1838,2257,225.7,0.835032,0.295002,141.5,0.412,15,1.0,1.0,1.0,1.0,1.0,1.0,0.9346,1.0
713,us-101__634,680,68.0,0.415285,0.26775,45.4,4.85,0,0.5412,0.7416,0.8386,0.1121,0.8249,0.42,0.8278,1.0
714,us-101__1744,2314,231.4,0.867369,0.283773,45.4,0.514,11,1.0,1.0,1.0,1.0,0.9547,0.9981,0.9287,1.0
715,us-101__2333,1015,101.5,0.772223,0.270217,36.1,0.495,12,1.0,1.0,1.0,1.0,1.0,1.0,0.8725,1.0
716,us-101__2582,1400,140.0,0.5184,0.286092,101.0,3.004,0,1.0,1.0,1.0,1.0,1.0,0.6661,0.9415,1.0
717,i-80__3228,593,59.3,0.648914,0.300791,28.8,1.536,2,0.4405,1.0,1.0,1.0,1.0,0.8619,0.8821,1.0
718,i-80__398,1781,178.1,0.805807,0.257602,113.3,1.423,2,1.0,1.0,1.0,1.0,1.0,0.8769,0.8241,1.0
719,peachtree__247,1331,133.1,0.893505,0.349182,48.1,0.485,34,1.0,1.0,1.0,1.0,1.0,1.0,0.9233,1.0
720,i-80__2265,1234,123.4,0.715332,0.335579,42.0,1.458,2,0.2861,1.0,1.0,1.0,1.0,0.8722,0.961,1.0
721,peachtree__584,1666,166.6,0.865876,0.312849,4.9,0.619,14,1.0,1.0,1.0,1.0,1.0,0.9841,0.9263,0.76
722,us-101__1733,1259,125.9,0.81152,0.295511,58.9,0.631,13,1.0,1.0,1.0,1.0,1.0,0.9826,0.8817,1.0
723,i-80__581,1274,127.4,0.804247,0.292033,71.5,1.015,6,1.0,1.0,1.0,1.0,1.0,0.9313,0.9265,1.0
724,us-101__1675,2138,213.8,0.848061,0.277261,44.9,0.79,9,1.0,1.0,1.0,1.0,0.6642,0.9613,0.9241,1.0
725,i-80__1426,1274,127.4,0.815797,0.298989,32.8,0.571,12,1.0,1.0,1.0,1.0,0.7416,0.9906,0.9321,1.0
726,i-80__700,1202,120.2,0.52411,0.274752,44.1,3.253,0,1.0,1.0,1.0,1.0,1.0,0.633,0.8665,1.0
727,us-101__2156,1552,155.2,0.831818,0.262054,69.9,0.492,9,1.0,1.0,1.0,1.0,0.6587,1.0,0.8898,1.0
728,i-80__2609,1272,127.2,0.564606,0.282326,45.1,0.44,8,0.278,0.899,1.0,1.0,1.0,1.0,0.9526,1.0
729,i-80__202,567,56.7,0.670098,0.357755,10.4,0.242,11,0.5385,1.0,1.0,0.3086,1.0,1.0,0.9255,1.0
730,us-101__2202,1453,145.3,0.866417,0.264904,68.9,0.754,6,1.0,1.0,1.0,1.0,0.8003,0.9662,0.8919,1.0
731,us-101__2073,1327,132.7,0.560396,0.288735,25.7,0.328,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9299,1.0
732,lankershim__573,458,45.8,0.70798,0.441672,15.2,1.793,25,1.0,1.0,1.0,1.0,1.0,0.8276,0.964,1.0
733,i-80__825,1628,162.8,0.749369,0.30588,62.0,0.635,8,1.0,1.0,1.0,1.0,1.0,0.982,0.9348,1.0
734,lankershim__250,1210,121.0,0.65597,0.351371,7.0,1.031,6,0.6378,1.0,1.0,1.0,1.0,0.9292,0.915,1.0
735,us-101__2528,1563,156.3,0.883773,0.286542,83.4,0.578,9,1.0,1.0,1.0,1.0,1.0,0.9896,0.9251,1.0
736,lankershim__1436,963,96.3,0.718015,0.413743,33.8,2.801,0,1.0,1.0,1.0,1.0,1.0,0.6931,0.8986,1.0
737,us-101__2180,565,56.5,0.439921,0.291724,51.0,6.562,0,0.5795,1.0,1.0,0.0812,0.6003,0.1918,0.8693,1.0
738,lankershim__682,531,53.1,0.562117,0.327895,11.4,4.12,0,0.7491,1.0,1.0,1.0,1.0,0.5174,0.8803,1.0
739,us-101__1703,1938,193.8,0.769472,0.290117,56.3,0.597,15,1.0,1.0,1.0,1.0,1.0,0.9871,0.8895,1.0
740,us-101__2558,718,71.8,0.462542,0.262369,20.4,4.168,0,0.4369,0.769,0.9354,0.0564,0.7396,0.5109,0.8586,1.0
741,i-80__2098,2679,267.9,0.82431,0.30045,91.0,0.351,10,1.0,1.0,1.0,1.0,1.0,1.0,0.9524,1.0
742,i-80__1596,2010,201.0,0.801813,0.303672,63.5,0.518,13,1.0,1.0,1.0,1.0,0.7364,0.9976,0.9424,1.0
743,i-80__2013,1281,128.1,0.811989,0.308564,95.1,0.122,11,1.0,1.0,1.0,1.0,0.7319,1.0,1.0,1.0
744,us-101__637,478,47.8,0.575465,0.284737,5.7,0.522,11,0.5754,0.8399,1.0,0.0651,1.0,0.997,0.8314,1.0
745,i-80__536,2056,205.6,0.821816,0.261423,115.3,0.168,24,1.0,1.0,1.0,1.0,0.6134,1.0,1.0,1.0
746,i-80__2103,1844,184.4,0.520415,0.268493,78.3,3.305,0,0.2662,0.9782,1.0,1.0,0.7871,0.626,0.9542,1.0
747,us-101__2619,1675,167.5,0.553608,0.259868,89.5,0.744,6,1.0,1.0,1.0,1.0,0.7501,0.9675,0.8878,1.0
748,peachtree__1541,191,19.1,0.344209,0.223841,5.4,inf,0,0.1819,0.7872,0.8446,1.0,1.0,0.0,0.0,0.92
749,lankershim__1059,1778,177.8,0.760956,0.35405,33.3,1.242,5,1.0,1.0,1.0,1.0,1.0,0.901,0.913,1.0
750,i-80__3315,666,66.6,0.589295,0.307513,64.5,5.008,0,0.3937,1.0,1.0,1.0,1.0,0.3989,0.8771,1.0
751,us-101__2491,1387,138.7,0.829591,0.274455,79.5,0.708,18,1.0,1.0,1.0,1.0,0.8257,0.9722,0.9418,1.0
752,us-101__1620,1188,118.8,0.807388,0.253114,45.1,0.9,6,1.0,1.0,1.0,1.0,0.8901,0.9466,0.8717,1.0
753,peachtree__826,983,98.3,0.67376,0.28582,23.6,0.171,26,1.0,1.0,1.0,1.0,1.0,1.0,0.9278,1.0
754,us-101__1642,1102,110.2,0.864906,0.287263,47.3,0.421,9,1.0,1.0,1.0,1.0,0.6995,1.0,0.8661,1.0
755,us-101__3105,534,53.4,0.515258,0.2549,35.7,2.33,0,0.6117,0.9233,1.0,0.2019,1.0,0.756,0.7466,1.0
756,i-80__941,638,63.8,0.626267,0.343631,34.9,0.645,8,0.4387,1.0,1.0,1.0,1.0,0.9806,0.9196,1.0
757,peachtree__1436,168,16.8,0.467934,0.287386,2.6,2.729,0,0.5496,1.0,1.0,1.0,1.0,0.7028,0.2129,0.92
758,us-101__917,1360,136.0,0.87597,0.279685,49.5,0.412,9,1.0,1.0,1.0,1.0,1.0,1.0,0.9269,1.0
759,i-80__1753,628,62.8,0.593548,0.335919,31.8,2.884,0,0.5984,1.0,1.0,1.0,1.0,0.6821,0.9041,1.0
760,lankershim__700,940,94.0,0.487484,0.274525,16.9,8.184,0,0.3757,0.9587,1.0,1.0,1.0,0.0,0.7627,1.0
761,i-80__853,901,90.1,0.722592,0.29334,25.6,1.713,1,1.0,1.0,1.0,1.0,0.7357,0.8383,0.8666,1.0
762,us-101__2196,733,73.3,0.371495,0.246775,30.3,7.829,0,0.4915,1.0,1.0,0.2573,0.749,0.0228,0.7804,1.0
763,peachtree__960,587,58.7,0.5376,0.224304,45.7,33.658,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.96
764,us-101__1851,2205,220.5,0.800068,0.296243,53.0,1.378,5,1.0,1.0,1.0,1.0,1.0,0.883,0.9334,1.0
765,i-80__2167,837,83.7,0.55012,0.313991,12.7,4.418,0,0.4023,1.0,1.0,0.8836,1.0,0.4776,0.907,1.0
766,lankershim__1213,945,94.5,0.813509,0.412148,38.7,1.486,4,1.0,1.0,1.0,1.0,1.0,0.8685,0.932,1.0
767,i-80__393,1238,123.8,0.670792,0.269667,78.2,2.678,0,1.0,1.0,1.0,1.0,1.0,0.7096,0.8401,1.0
768,us-101__1173,2037,203.7,0.842221,0.285863,50.7,0.72,10,1.0,1.0,1.0,1.0,1.0,0.9707,0.9774,1.0
769,peachtree__445,473,47.3,0.516,0.253548,1.5,inf,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.76
770,i-80__2087,1198,119.8,0.803144,0.335051,0.9,0.33,17,1.0,1.0,1.0,1.0,1.0,1.0,0.9919,1.0
771,us-101__2225,721,72.1,0.399587,0.236379,56.7,5.562,0,0.5268,1.0,1.0,0.3448,1.0,0.3251,0.8899,1.0
772,lankershim__1017,2270,227.0,0.762918,0.361165,34.7,0.339,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9323,1.0
773,us-101__2326,513,51.3,0.539164,0.305732,15.1,5.571,0,0.7443,1.0,1.0,0.0716,0.6405,0.3239,0.8402,1.0
774,us-101__2236,740,74.0,0.419267,0.277561,44.5,5.892,0,0.4412,0.6837,0.8823,0.1085,0.6993,0.2811,0.8874,1.0
775,lankershim__462,596,59.6,0.471858,0.323538,11.9,9.507,0,0.7215,1.0,1.0,1.0,1.0,0.0,0.3325,1.0
776,i-80__870,2255,225.5,0.841248,0.29551,129.7,0.383,14,1.0,1.0,1.0,1.0,1.0,1.0,0.9898,1.0
777,us-101__1127,1915,191.5,0.894304,0.264458,60.7,0.752,10,1.0,1.0,1.0,1.0,1.0,0.9664,0.8877,1.0
778,lankershim__1006,1158,115.8,0.604194,0.32885,0.3,0.583,7,1.0,1.0,1.0,1.0,1.0,0.9889,0.665,1.0
779,peachtree__380,1355,135.5,0.687104,0.330155,20.2,0.998,7,0.7225,1.0,1.0,1.0,1.0,0.9336,0.9147,0.92
780,peachtree__74,858,85.8,0.57202,0.232544,37.5,0.674,7,0.605,1.0,1.0,1.0,1.0,0.9768,0.6967,0.84
781,i-80__1851,2827,282.7,0.803575,0.280038,81.7,0.582,12,1.0,1.0,1.0,1.0,0.7562,0.989,0.9433,1.0
782,us-101__1911,1272,127.2,0.854414,0.294546,56.1,0.61,7,1.0,1.0,1.0,1.0,0.7398,0.9854,0.8743,1.0
783,i-80__718,606,60.6,0.577669,0.271319,9.4,4.901,0,0.5855,1.0,1.0,1.0,1.0,0.4133,0.8415,1.0
784,us-101__2273,568,56.8,0.516006,0.256922,1.3,5.288,0,0.6052,1.0,1.0,1.0,0.8551,0.3616,0.8465,1.0
785,i-80__1280,1030,103.0,0.798418,0.263023,35.6,0.672,6,1.0,1.0,1.0,1.0,0.4864,0.9771,0.8304,1.0
786,i-80__770,1934,193.4,0.815278,0.311891,95.8,0.434,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
787,peachtree__1103,683,68.3,0.736161,0.31755,47.8,0.265,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
788,us-101__2835,711,71.1,0.576817,0.324841,63.8,3.789,0,0.5743,1.0,1.0,1.0,0.7777,0.5615,0.9246,1.0
789,peachtree__1231,831,83.1,0.7403,0.287452,18.1,0.763,13,1.0,1.0,1.0,1.0,1.0,0.9649,0.9075,1.0
790,i-80__1780,1722,172.2,0.786318,0.312303,69.1,1.162,8,1.0,1.0,1.0,1.0,1.0,0.9117,0.9396,1.0
791,us-101__1327,1918,191.8,0.784705,0.289786,98.9,1.039,9,1.0,1.0,1.0,1.0,1.0,0.9281,0.9183,1.0
792,i-80__2850,1230,123.0,0.762219,0.303012,77.0,0.95,7,1.0,1.0,1.0,1.0,0.6173,0.9399,0.8985,1.0
793,us-101__1184,1666,166.6,0.756501,0.269402,50.3,1.449,2,1.0,1.0,1.0,1.0,0.9132,0.8734,0.9084,1.0
794,i-80__1447,1082,108.2,0.497693,0.276401,22.2,3.766,0,0.4042,1.0,1.0,1.0,0.894,0.5645,0.9414,1.0
795,peachtree__515,706,70.6,0.688396,0.281625,12.4,1.661,1,0.4542,1.0,1.0,1.0,1.0,0.8452,0.8822,0.96
796,i-80__2201,1010,101.0,0.618342,0.29782,41.3,0.324,11,0.2952,1.0,1.0,0.6614,1.0,1.0,0.9281,1.0
797,lankershim__1508,1462,146.2,0.629465,0.256307,52.2,0.274,24,0.8206,1.0,1.0,1.0,1.0,1.0,0.8125,1.0
798,us-101__2373,508,50.8,0.542098,0.264328,41.3,0.843,4,0.6156,0.8139,0.9487,0.159,0.6765,0.9542,0.7198,1.0
799,us-101__1426,1137,113.7,0.851311,0.263252,57.5,0.723,6,1.0,1.0,1.0,1.0,0.8424,0.9702,0.7545,1.0
800,us-101__1203,1716,171.6,0.839534,0.292492,46.9,1.075,4,1.0,1.0,1.0,1.0,0.843,0.9233,0.8952,1.0
801,lankershim__1258,1703,170.3,0.64849,0.299176,95.6,1.507,2,1.0,1.0,1.0,1.0,1.0,0.8658,0.8298,1.0
802,i-80__3158,347,34.7,0.605869,0.349567,1.0,3.22,0,0.87,1.0,1.0,1.0,0.7532,0.6373,0.77,1.0
803,i-80__2602,1503,150.3,0.652493,0.24477,100.4,3.967,0,0.2965,1.0,1.0,1.0,0.4949,0.5377,0.9031,1.0
804,i-80__481,631,63.1,0.658068,0.282149,54.8,1.48,6,0.5294,1.0,1.0,0.4562,0.3496,0.8693,0.9328,1.0
805,peachtree__1077,854,85.4,0.740847,0.29919,12.9,1.113,16,0.4974,1.0,1.0,1.0,1.0,0.9183,0.921,1.0
806,i-80__2330,2313,231.3,0.722586,0.276576,190.8,1.12,4,1.0,1.0,1.0,1.0,0.8459,0.9173,0.9205,1.0
807,us-101__2617,1376,137.6,0.787446,0.262363,69.6,1.049,4,1.0,1.0,1.0,1.0,1.0,0.9268,0.8928,1.0
808,i-80__508,1698,169.8,0.929178,0.305867,68.4,0.256,23,1.0,1.0,1.0,1.0,1.0,1.0,0.9433,1.0
809,us-101__840,560,56.0,0.649516,0.254233,29.0,0.867,6,0.7167,1.0,1.0,0.0683,1.0,0.9511,0.7644,1.0
