idx,trajectory_id,frames,duration_s,R_max,R_mean,peak_at_s,min_ttc_raw,ticks_ttc_lt2,max_speed,max_accel,max_jerk,max_steer_var,max_lane_offset,max_ttc,max_headway,max_density
1359,49cff0f544560551,91,9.1,0.20582,0.153454,8.7,5.903,0,0.2685,0.285,0.1599,0.0058,0.2416,0.2796,0.8786,0.68
1360,40823fd3e0dbfe06,91,9.1,0.343438,0.132683,7.1,2.896,0,0.0997,0.2105,0.3238,0.0043,0.3843,0.6805,0.8038,0.44
1361,334aa3ecc398216f,91,9.1,0.325549,0.232299,2.6,5.477,0,0.2844,0.2172,0.2215,0.0006,0.943,0.3364,0.5571,1.0
1362,80526e57441675b9,91,9.1,0.145927,0.124496,8.8,24.202,0,0.7187,0.0755,0.0437,0.0001,0.1928,0.0,0.3852,0.08
1363,eda559d8f6daa456,91,9.1,0.143635,0.080322,8.1,7.981,0,0.1216,0.2524,0.5296,0.011,0.7656,0.0025,0.6065,0.32
1364,936d8979de10eec4,91,9.1,0.243184,0.127711,1.0,6.479,0,0.392,0.4036,1.0,0.0003,0.1803,0.2028,0.4462,1.0
1365,e30f67c7e83ff5ad,91,9.1,0.159696,0.130217,0.1,9.228,0,0.0954,0.0982,0.1234,0.0001,0.239,0.0,0.4251,1.0
1366,a1083b9edbec7323,91,9.1,0.298673,0.10209,1.3,4.677,0,0.0724,0.1222,0.1633,0.0,0.2965,0.443,0.6848,0.72
1367,b0e67b30556f21ac,91,9.1,0.449585,0.157636,1.8,2.258,0,0.1987,0.2282,0.515,0.019,0.8417,0.7656,0.9,0.44
1368,ea0e5af90e193638,91,9.1,0.276816,0.083698,2.9,4.03,0,0.0001,0.0009,0.0033,0.0,0.1693,0.5293,0.6839,0.4
1369,6f81d2321b3dd4cd,91,9.1,0.329718,0.222107,6.2,3.791,0,0.4252,0.2407,0.0656,0.0001,0.1635,0.5613,0.8722,0.4
1370,2abff95c5fea3fac,91,9.1,0.270199,0.115695,4.2,3.158,0,0.579,0.3449,0.135,0.0002,0.3474,0.6455,0.0993,0.6
1371,cba4d2e6eb80b124,91,9.1,0.245643,0.215459,2.2,1000000.0,0,0.5124,0.1917,0.1144,0.0,0.2802,0.0,0.7911,0.84
1372,5e8e60afd1685e6f,91,9.1,0.310617,0.16843,5.5,4.795,0,0.409,0.2833,0.4183,0.0011,0.2668,0.4274,0.6539,0.84
1373,8e9baab06821811b,91,9.1,0.288902,0.12765,3.7,5.368,0,0.3302,0.3383,0.5275,0.0217,0.3067,0.3509,0.6674,0.92
1374,b79b550c8e90e5e1,91,9.1,0.299549,0.20454,0.1,5.026,0,0.0887,0.1603,0.0492,0.0,0.3355,0.3965,0.8792,0.48
1375,6863868861a1f99f,91,9.1,0.372729,0.304092,5.1,3.538,0,0.3798,0.2712,0.292,0.0004,0.5471,0.595,0.9103,0.88
1376,ba7ca5bb40e843be,91,9.1,0.286283,0.189331,0.4,4.525,0,0.1243,0.1514,0.0428,0.0,0.2156,0.4633,0.8843,0.28
1377,f7781e5b54dca299,91,9.1,0.313948,0.233087,6.9,4.24,0,0.3577,0.1753,0.0512,0.0024,0.214,0.5014,0.8586,0.6
1378,7ae8d975958d6e95,91,9.1,0.128094,0.089082,5.5,1000000.0,0,0.2558,0.2769,0.1561,0.0,0.1643,0.0,0.5214,0.32
1379,22c772ad42639bcf,91,9.1,0.212117,0.089652,8.9,4.458,0,0.4016,0.2055,0.0549,0.0027,0.2617,0.4722,0.2016,0.08
1380,5d298a6a05969af6,91,9.1,0.119202,0.077564,8.6,1000000.0,0,0.5121,0.3277,0.1397,0.0001,0.1679,0.0,0.0,0.6
1381,18fa9f5d2366221,91,9.1,0.338007,0.108303,1.6,1.584,5,0.3877,0.142,0.0671,0.0002,0.22,0.8555,0.4663,0.36
1382,2fd5f2435d6d09d5,91,9.1,0.192082,0.17204,3.1,9.234,0,0.3322,0.1655,0.0745,0.0,0.26,0.0,0.7947,0.28
1383,d669afbce5eb33b1,91,9.1,0.296715,0.096381,6.3,4.018,0,0.4326,0.2445,0.1006,0.0005,0.3445,0.5309,0.6534,0.6
1384,91f0d5380eef1d10,91,9.1,0.183513,0.084501,1.0,5.245,0,0.5014,0.2188,0.1511,0.0,0.1666,0.3673,0.1847,0.28
1385,f1beab5f56440ca1,91,9.1,0.213683,0.200842,5.9,91.848,0,0.3034,0.2869,0.0707,0.0,0.3546,0.0,0.8735,0.44
1386,3f6b526c5656bbbe,91,9.1,0.266775,0.171847,0.2,23.351,0,0.7093,0.9226,0.8484,0.0001,0.4143,0.0,0.3954,0.44
1387,b639d671dd7ea4f,91,9.1,0.232166,0.20624,4.0,59.24,0,0.5612,0.265,0.2014,0.0006,0.2861,0.0,0.6011,1.0
1388,44556809eee4cb5b,91,9.1,0.347479,0.065291,4.0,2.274,0,0.001,0.0161,0.0856,0.0,0.1574,0.7635,0.8056,0.4
1389,59475848a54df19c,91,9.1,0.23664,0.215412,6.2,65.509,0,0.2499,0.3534,0.1264,0.0001,0.2111,0.0,0.8703,1.0
1390,acc2b942b24f150d,91,9.1,0.275347,0.197869,7.6,5.353,0,0.4631,0.2659,0.0949,0.0,0.1805,0.3529,0.8224,0.52
1391,e656fb64a376668b,91,9.1,0.097529,0.049138,8.8,1000000.0,0,0.0908,0.306,0.1377,0.0,0.179,0.0,0.0,0.56
1392,1662d3bc02a79865,91,9.1,0.189771,0.188046,1.4,1000000.0,0,0.0001,0.0013,0.003,0.0,0.1576,0.0,0.8809,0.64
1393,751535545e003852,91,9.1,0.213803,0.20184,6.7,14.04,0,0.0714,0.1127,0.0837,0.0,0.3004,0.0,0.8578,0.64
1394,4e326b659cc4494d,91,9.1,0.275478,0.116488,0.0,1000000.0,0,0.5729,0.7286,1.0,0.0328,1.0,0.0,0.0,0.24
1395,5e44f0b6b77a27b6,91,9.1,0.34283,0.141866,3.2,1.571,4,0.0014,0.0229,0.056,0.0,0.137,0.8572,0.6095,0.6
1396,61229c9a52b11a8,91,9.1,0.464612,0.153197,5.7,2.071,0,0.2985,0.2612,0.7149,0.0205,1.0,0.7905,0.5197,0.24
1397,452313c5e076825f,91,9.1,0.354648,0.154341,6.7,4.527,0,0.0637,0.1879,0.137,0.0002,1.0,0.4631,0.7954,0.2
1398,54db71d893382a4f,91,9.1,0.154593,0.098054,0.1,1000000.0,0,0.4802,0.2462,0.2618,0.0004,0.2534,0.0,0.4427,0.28
1399,d499f251165bb880,91,9.1,0.221982,0.070581,4.4,3.597,0,0.0546,0.1904,0.1206,0.0008,0.1645,0.5871,0.2807,0.36
1400,a7c78b715e48c44b,91,9.1,0.161974,0.161417,8.6,1000000.0,0,0.0,0.0008,0.002,0.0,0.9882,0.0,0.0,0.72
1401,ae2f00e4a7ba82bd,91,9.1,0.32958,0.152712,7.9,5.465,0,0.0956,0.1529,0.2163,0.0047,0.6779,0.338,0.8659,1.0
1402,937bfbaef26b3e92,91,9.1,0.164594,0.084524,6.6,12.008,0,0.0001,0.0009,0.0024,0.0,0.1257,0.0,0.7558,0.64
1403,41fb182a9d657474,91,9.1,0.175479,0.145007,0.0,491.385,0,0.7177,0.1372,0.0995,0.0001,0.2698,0.0,0.4485,0.24
1404,68c14931961e0e17,91,9.1,0.244529,0.139921,8.5,5.451,0,0.0,0.0007,0.0019,0.0,0.1611,0.3398,0.8136,0.36
1405,a901fb5f33c7d6a9,91,9.1,0.191427,0.173915,3.3,8.251,0,0.0439,0.0843,0.0952,0.0,0.1639,0.0,0.7435,1.0
1406,b15c8f905427dc67,91,9.1,0.228478,0.139172,1.2,60.569,0,0.5186,0.3206,0.4217,0.001,0.7873,0.0,0.565,0.44
1407,f9cb6193d4e0d369,91,9.1,0.394064,0.141798,7.0,1.455,6,0.0001,0.0009,0.0032,0.0,0.0916,0.8726,0.8661,0.68
1408,fc8e50750d846c3b,91,9.1,0.191826,0.185246,9.0,1000000.0,0,0.0014,0.0213,0.063,0.0,0.0842,0.0,0.8746,0.84
1409,b9c58ff6dfa04e5,91,9.1,0.17472,0.147332,8.4,1000000.0,0,0.2385,0.2937,0.1084,0.0004,1.0,0.0,0.0,0.2
1410,2db8120e02d5cbf9,91,9.1,0.56381,0.20312,7.8,2.205,0,0.3191,0.4006,0.9104,0.0189,0.8527,0.7726,0.7464,0.6
1411,5df4825d5d9d000d,91,9.1,0.23109,0.112869,0.0,12.04,0,0.2526,0.4869,1.0,0.0038,1.0,0.0,0.1017,0.2
1412,f1dffc69d57bd1c9,91,9.1,0.174225,0.098354,0.2,1000000.0,0,0.7162,0.4941,0.2631,0.0003,0.201,0.0,0.2943,0.16
1413,2d49705e835b9862,91,9.1,0.177273,0.096446,1.3,6.209,0,0.313,0.3496,0.0815,0.0003,0.2811,0.2389,0.467,0.84
1414,1a3c6a5606720f57,91,9.1,0.381403,0.23066,4.4,3.509,0,0.3177,0.5171,0.8347,0.0008,0.2779,0.5988,0.7224,1.0
1415,56a8b1e544d34e9b,91,9.1,0.21413,0.206402,6.8,43.992,0,0.0432,0.0691,0.0522,0.0,0.2636,0.0,0.8446,0.88
1416,5075d208a736b0aa,91,9.1,0.095743,0.064146,1.4,9.478,0,0.3955,0.1519,0.1192,0.0,0.1793,0.0,0.2931,0.2
1417,b416eb5a3278cc21,91,9.1,0.29437,0.245994,5.6,4.63,0,0.3355,0.1637,0.0495,0.0,0.2611,0.4493,0.8602,0.4
1418,ba00671bdec45755,91,9.1,0.180472,0.126657,7.9,1000000.0,0,0.0001,0.001,0.0028,0.0,0.1203,0.0,0.7542,1.0
1419,2c8b6a4feea10b8b,91,9.1,0.128453,0.063851,0.2,9.195,0,0.1579,0.1886,0.2325,0.0,0.2846,0.0,0.3184,0.4
1420,5b6a1bd164d6406b,91,9.1,0.033426,0.026663,9.0,1000000.0,0,0.0001,0.0021,0.0037,0.0,0.1137,0.0,0.0,0.32
1421,19c8c223e7b87b1a,91,9.1,0.359221,0.161672,4.7,4.771,0,0.1847,0.308,0.5202,0.0317,0.919,0.4305,0.6942,0.6
1422,9e2571934d1ddfda,91,9.1,0.285094,0.152773,4.3,5.549,0,0.1439,0.2513,0.2623,0.0164,0.6388,0.3268,0.83,0.56
1423,be141957a08e978e,91,9.1,0.300839,0.20928,0.2,4.183,0,0.4146,1.0,1.0,0.0,0.1906,0.509,0.739,0.52
1424,70feb7977491aa2e,91,9.1,0.184491,0.167414,8.0,8.984,0,0.2956,0.2294,0.1175,0.0,0.1869,0.0,0.7603,0.32
1425,2b5c52db158f771c,91,9.1,0.233698,0.066208,7.0,5.99,0,0.0014,0.0212,0.0653,0.0,0.2117,0.268,0.8047,0.44
1426,8f8901efa02f2849,91,9.1,0.210342,0.178551,9.0,67.575,0,0.0714,0.2697,0.0903,0.0,0.1565,0.0,0.8845,0.8
1427,87993038f360c77,91,9.1,0.392103,0.180227,3.0,4.605,0,0.2985,0.3391,0.1396,0.0,0.6596,0.4526,0.8244,0.84
1428,356a9c2a0b11bba8,91,9.1,0.271999,0.078726,1.3,3.539,0,0.0382,0.095,0.0376,0.0,0.1737,0.5948,0.5295,0.48
1429,d0329a054e28a10a,91,9.1,0.471245,0.146221,7.1,3.03,0,0.1222,0.2005,0.4278,0.0132,1.0,0.6627,0.6639,0.76
1430,f2d4062e046b77c1,91,9.1,0.312078,0.205585,8.9,4.658,0,0.202,0.217,0.1202,0.0,0.2236,0.4455,0.8763,0.76
1431,ed91eb999c26bb6e,91,9.1,0.168412,0.101973,3.7,11.84,0,0.0165,0.0658,0.085,0.0,0.3046,0.0,0.8011,0.2
1432,8649af55fc021d49,91,9.1,0.204279,0.183471,5.7,12.621,0,0.0008,0.0157,0.0339,0.0,1.0,0.0,0.1339,1.0
1433,d87b48bd0bff44b9,91,9.1,0.214784,0.185243,3.1,15.411,0,0.7232,0.1288,0.141,0.0001,0.2592,0.0,0.6278,0.32
1434,f3dbf7e49398ec79,91,9.1,0.234668,0.12636,8.1,4.6,0,0.5756,0.2575,0.3843,0.0001,0.1794,0.4534,0.5564,0.4
1435,86ffb74488110b20,91,9.1,0.51181,0.18591,1.1,2.142,0,0.5366,0.4406,0.6597,0.0171,1.0,0.7811,0.7053,0.6
1436,e358e3bdbfa577d7,91,9.1,0.465173,0.178969,2.6,2.05,0,0.3206,0.3621,0.6271,0.0206,1.0,0.7933,0.8432,0.72
1437,414fee6a8e3a87f8,91,9.1,0.165343,0.087633,7.3,12.773,0,0.0162,0.0681,0.0781,0.0,0.5157,0.0,0.6449,0.2
1438,633da603450a20c9,91,9.1,0.095855,0.043112,0.1,1000000.0,0,0.1829,0.1879,0.2719,0.0,0.2606,0.0,0.0,0.2
1439,7507c99ad07ac095,91,9.1,0.515481,0.215004,4.5,2.59,0,0.3109,0.3141,0.6682,0.0147,1.0,0.7213,0.753,0.52
1440,70a2941dce22af10,91,9.1,0.180592,0.095764,1.0,7.952,0,0.1115,0.1306,0.0964,0.0001,0.4979,0.0063,0.6559,0.36
1441,83dda1a9194aea0e,91,9.1,0.174701,0.161915,0.0,58.172,0,0.7182,0.0776,0.1445,0.0006,0.2579,0.0,0.4844,0.4
1442,320808e04394dee8,91,9.1,0.253407,0.052476,3.4,4.017,0,0.0822,0.135,0.0459,0.0,0.1636,0.5311,0.61,0.24
1443,4a3e6941670d17b9,91,9.1,0.20076,0.176254,0.2,7.174,0,0.0661,0.1542,0.1161,0.0,0.1984,0.1102,0.8761,0.4
1444,fcce22c73b6fc8ef,91,9.1,0.254818,0.159062,8.2,13.657,0,1.0,0.1377,0.196,0.0003,0.5958,0.0,0.5625,0.28
1445,7947e0641e8c2cef,91,9.1,0.391879,0.189063,1.7,3.32,0,0.5549,0.3752,0.3671,0.0129,1.0,0.624,0.6318,0.68
1446,c02b4037b1a80e2d,91,9.1,0.107591,0.059841,0.3,1000000.0,0,0.2589,0.2818,0.3438,0.0,0.1664,0.0,0.0,0.52
1447,e4626ac3d97ee58c,91,9.1,0.415725,0.185219,8.7,1.114,16,0.3796,0.3563,0.855,0.0128,0.9357,0.9181,0.6475,0.24
1448,adf113b5db9aab3d,91,9.1,0.213422,0.107931,5.7,1000000.0,0,0.0002,0.0031,0.0056,0.0,0.6146,0.0,0.8021,0.4
1449,a58c0a42edd65669,91,9.1,0.315954,0.203944,0.4,3.947,0,0.1532,0.186,0.047,0.0,0.1589,0.5404,0.878,0.52
1450,e3973d4a1c806d7c,91,9.1,0.037324,0.03344,7.9,1000000.0,0,0.0001,0.0009,0.0021,0.0,0.0899,0.0,0.0,0.44
1451,71417973b652e779,91,9.1,0.225128,0.183858,2.5,1000000.0,0,0.5691,0.1871,0.0984,0.0001,0.186,0.0,0.7951,0.56
1452,212ba8c3a9dfb1c4,91,9.1,0.251547,0.162711,5.0,34.816,0,0.4329,0.4969,0.9292,0.0002,0.2676,0.0,0.6032,0.56
1453,3e849ffe077e553c,91,9.1,0.185237,0.11597,8.9,7.682,0,0.1577,0.2509,0.3194,0.0014,0.7318,0.0424,0.5477,0.4
1454,be4f239e51fb62ca,91,9.1,0.332224,0.07179,4.8,2.467,0,0.225,0.1446,0.0322,0.0,0.1776,0.7377,0.6818,0.24
1455,abfe94a60dfea0a4,91,9.1,0.109646,0.063987,8.7,1000000.0,0,0.3181,0.3695,0.1138,0.0001,0.1654,0.0,0.0164,0.52
1456,e57236e6ac815a6e,91,9.1,0.201578,0.184724,0.5,12.55,0,0.2268,0.179,0.1083,0.0,0.2135,0.0,0.8181,0.48
1457,a6bff8d257d26d6b,91,9.1,0.297679,0.06367,3.7,3.868,0,0.0,0.0009,0.0041,0.0,0.1288,0.551,0.7399,0.68
1458,80a697745d8454a8,91,9.1,0.227915,0.207399,7.6,7.81,0,0.1854,0.2465,0.1237,0.0001,0.237,0.0254,0.8701,0.92
1459,449495eb04178e2d,91,9.1,0.330502,0.176149,3.4,2.954,0,0.3373,0.1083,0.1022,0.0002,0.4292,0.6727,0.3005,0.76
1460,5fbc452b6bab150f,91,9.1,0.374221,0.167215,6.2,3.393,0,0.2118,0.3867,0.5543,0.0468,1.0,0.6143,0.8247,0.72
1461,12ff9dfb02d25dc2,91,9.1,0.322325,0.103127,0.5,3.807,0,0.1791,0.3404,0.5644,0.0173,0.5477,0.559,0.6141,0.64
1462,3d4fc31c6c5eeb58,91,9.1,0.559028,0.223311,8.2,2.386,0,0.4297,0.3417,0.7586,0.0296,1.0,0.7485,0.7908,0.8
1463,38e9cd24ea9fc902,91,9.1,0.197579,0.129035,5.7,15.987,0,0.6327,0.1962,0.1981,0.001,0.3284,0.0,0.5888,0.2
1464,958cec075193a813,91,9.1,0.237876,0.093002,7.0,5.537,0,0.4005,0.4517,1.0,0.0017,0.3151,0.3284,0.1272,0.16
1465,e086b148ce864cf1,91,9.1,0.283739,0.124322,8.2,3.61,0,0.3123,0.5365,0.8549,0.0256,0.7388,0.5854,0.8305,0.24
1466,a3ec01dc4b54d9c7,91,9.1,0.296448,0.175568,0.2,9.004,0,0.5874,1.0,0.9686,0.0001,0.2429,0.0,0.5737,0.6
1467,7dc2320937efc3c1,91,9.1,0.26371,0.17714,5.1,1000000.0,0,0.0001,0.0011,0.0026,0.0,0.8915,0.0,0.7876,0.64
1468,e50f86420e9560f3,91,9.1,0.308627,0.196875,0.5,5.549,0,0.1317,0.1648,0.1424,0.0005,0.8137,0.3268,0.8688,0.28
1469,a1e9c3bfc93f1f00,91,9.1,0.236422,0.057936,0.3,4.327,0,0.3303,0.2376,0.109,0.0,0.1749,0.4898,0.3379,0.16
1470,58f17e591f3d8ffb,91,9.1,0.191079,0.073428,8.9,4.857,0,0.1024,0.14,0.1957,0.0097,0.5637,0.4191,0.374,0.36
1471,d7fc192526ff7daf,91,9.1,0.430163,0.148148,7.7,4.832,0,0.4583,0.4762,0.81,0.0316,1.0,0.4224,0.5591,0.12
1472,7e955e74e8025783,91,9.1,0.091717,0.069057,0.9,1000000.0,0,0.2071,0.2651,0.059,0.0,0.3948,0.0,0.0,0.16
1473,5e8cd04c5309f2dd,91,9.1,0.22176,0.044925,3.7,5.828,0,0.061,0.1264,0.0415,0.0,0.1683,0.2895,0.7832,0.4
1474,f022c4ed22875c37,91,9.1,0.434387,0.095065,7.3,3.846,0,0.2283,0.339,0.6999,0.0127,0.7373,0.5539,0.7235,0.32
1475,cf8b3443a10715,91,9.1,0.309416,0.149329,2.8,3.559,0,0.2357,0.1575,0.188,0.0,0.17,0.5922,0.5783,0.92
1476,9add65eecc33ff8,91,9.1,0.206056,0.15186,1.8,1000000.0,0,0.724,0.1531,0.0844,0.0001,0.2005,0.0,0.6945,0.4
1477,db023dd361cb6612,91,9.1,0.184469,0.178117,3.0,108.776,0,0.0014,0.0247,0.0538,0.0,0.1987,0.0,0.8792,0.48
1478,fdbee5f60278a2ae,91,9.1,0.209658,0.175621,7.8,25.503,0,0.506,0.1511,0.1284,0.0015,0.6861,0.0,0.6231,0.44
1479,eeb81a699cde6370,91,9.1,0.184151,0.181122,6.6,1000000.0,0,0.0001,0.0012,0.0035,0.0,0.3096,0.0,0.8821,0.24
1480,2922cb4e4d889668,91,9.1,0.348464,0.168651,2.4,2.606,0,0.0719,0.1442,0.1054,0.0001,0.2133,0.7192,0.6804,1.0
1481,ecaa7c7d574b0775,91,9.1,0.201968,0.109131,2.1,1000000.0,0,0.088,0.2286,0.2249,0.0,0.1658,0.0,0.8305,0.44
1482,f4f0b8bc8734df33,91,9.1,0.060235,0.041052,9.0,10.162,0,0.0001,0.0011,0.0024,0.0,0.1275,0.0,0.1711,0.32
1483,f14a06b3c23009e8,91,9.1,0.317009,0.100432,4.6,3.732,0,0.0001,0.0009,0.0028,0.0,0.1822,0.569,0.7841,0.84
1484,dd3f2421244f2e6d,91,9.1,0.268796,0.096234,6.7,4.574,0,0.3399,0.3423,0.0498,0.0,0.1662,0.4568,0.7089,0.68
1485,5a7d37798f84035a,91,9.1,0.088143,0.087436,8.2,1000000.0,0,0.0,0.0008,0.0021,0.0,0.2329,0.0,0.0,1.0
1486,82a92a615c19e2b7,91,9.1,0.234249,0.193698,3.2,1000000.0,0,0.2733,0.2531,0.1269,0.0009,0.3987,0.0,0.8714,0.52
1487,1f5985d136ae1ea,91,9.1,0.531462,0.160581,0.4,2.618,0,0.542,0.3734,0.716,0.0256,1.0,0.7176,0.7848,0.56
1488,66ce25b0dbb1fb56,91,9.1,0.499196,0.199461,2.7,1.494,3,0.5775,0.5011,0.8885,0.0168,1.0,0.8674,0.6607,0.96
1489,c4a875191acd29f7,91,9.1,0.248784,0.066784,0.3,2.949,0,0.0001,0.0009,0.0024,0.0,0.188,0.6735,0.1135,0.72
1490,3544b36ab4e59400,91,9.1,0.251204,0.130199,6.6,7.7,0,0.1189,0.2595,0.1379,0.0048,0.5038,0.04,0.7881,0.84
1491,5bdd39a87334f630,91,9.1,0.070723,0.04793,3.8,1000000.0,0,0.2202,0.1916,0.2128,0.0001,0.1808,0.0,0.0,0.12
1492,1a0618426f8cfaa5,91,9.1,0.293824,0.125582,6.2,3.857,0,0.0125,0.0614,0.0861,0.0,0.2187,0.5524,0.8344,0.72
1493,8b984afcdae31c22,91,9.1,0.493694,0.192754,0.6,3.487,0,0.3703,0.4142,0.6821,0.0505,1.0,0.6017,0.8055,1.0
1494,d371b77a8c701c19,91,9.1,0.427016,0.229747,2.4,2.114,0,0.3212,0.1554,0.0837,0.01,0.705,0.7848,0.7335,0.56
1495,7fa508d2dd19dfd0,91,9.1,0.287527,0.111103,4.4,3.416,0,0.1201,0.212,0.1997,0.006,0.3639,0.6113,0.8394,0.36
1496,4f3fdad6f8902d34,91,9.1,0.173314,0.122017,4.7,35.586,0,0.716,0.2729,0.0581,0.0,0.2142,0.0,0.3384,0.52
1497,5f1b6d0ae54b915d,91,9.1,0.170985,0.094843,2.7,13.241,0,0.0001,0.0013,0.003,0.0,0.1735,0.0,0.8178,0.48
1498,53b8051de7d27fe3,91,9.1,0.158191,0.103587,2.1,1000000.0,0,0.6426,0.1366,0.065,0.0002,0.2294,0.0,0.3396,0.52
1499,cdfebd3dbb645937,91,9.1,0.34817,0.248313,3.0,3.485,0,0.2946,0.2368,0.0989,0.0,0.1663,0.602,0.876,0.56
1500,db653be8d3d1ba32,91,9.1,0.202496,0.120334,8.5,5.831,0,0.3943,0.2106,0.3197,0.0,0.1593,0.2892,0.5742,0.36
1501,461c9d2a5b6acf1a,91,9.1,0.287397,0.105642,0.5,5.377,0,0.4544,0.3289,0.719,0.0144,1.0,0.3497,0.4723,0.36
1502,9a00f76686758d7f,91,9.1,0.367085,0.170296,7.0,2.174,0,0.6574,0.1379,0.1238,0.0001,0.2668,0.7768,0.3616,0.8
1503,ff41aa2be7fa7a56,91,9.1,0.141826,0.064725,7.2,1000000.0,0,0.1524,0.228,0.3681,0.0098,0.8059,0.0,0.0,0.12
1504,84afacbe498759c5,91,9.1,0.222724,0.198011,5.8,20.046,0,0.2551,0.1673,0.066,0.0,0.1614,0.0,0.8004,1.0
1505,3d447b2f6893189e,91,9.1,0.206739,0.183199,0.1,1000000.0,0,0.4448,0.1755,0.1115,0.0004,0.294,0.0,0.7072,0.64
1506,999faa11c8eee31f,91,9.1,0.095275,0.081635,6.5,1000000.0,0,0.7217,0.0182,0.0388,0.0003,0.2294,0.0,0.0,0.12
1507,24cc0e8ffb2c3e04,91,9.1,0.360049,0.172478,3.1,5.07,0,0.2676,0.3362,0.5956,0.0661,0.6126,0.3907,0.7229,0.92
1508,acb13756245ccda8,91,9.1,0.443757,0.218537,0.3,1.509,3,0.2038,0.3583,0.2081,0.0009,0.9258,0.8655,0.7114,0.24
1509,16cd182a8909954c,91,9.1,0.224396,0.209232,4.5,69.756,0,0.2172,0.1989,0.0781,0.0003,0.1779,0.0,0.8791,1.0
1510,4002548ef6c44c85,91,9.1,0.591763,0.216144,6.8,1.621,6,0.2319,0.4126,0.6771,0.0107,1.0,0.8505,0.8576,0.84
1511,6e58b499d26275d1,91,9.1,0.355138,0.178255,3.1,2.774,0,0.3065,0.4368,0.7914,0.0215,1.0,0.6967,0.8314,0.64
1512,40e491140b5af992,91,9.1,0.17515,0.17108,2.2,50.695,0,0.0,0.0008,0.0022,0.0,0.1464,0.0,0.8736,0.44
1513,4d9801ea3ad4da30,91,9.1,0.431701,0.14675,5.2,2.949,0,0.2287,0.3293,0.6583,0.0161,0.8805,0.6735,0.3599,0.4
1514,700e4ad0941259bc,91,9.1,0.255774,0.137696,4.1,15.435,0,0.5162,0.675,1.0,0.0001,0.2194,0.0,0.3761,1.0
1515,7d91bc02902d45de,91,9.1,0.181762,0.169715,8.6,8.723,0,0.0,0.0013,0.0055,0.0,0.2996,0.0,0.7314,0.64
1516,382543981cc81406,91,9.1,0.145546,0.033436,8.0,1000000.0,0,0.0566,0.1657,0.2766,0.0,0.1671,0.0,0.8249,0.2
1517,4391a649118c767f,91,9.1,0.281631,0.084826,6.9,2.101,0,0.5485,0.3433,0.1722,0.0149,0.3726,0.7865,0.0,0.44
1518,dd399ac792c8eb77,91,9.1,0.172966,0.137796,8.8,8.98,0,0.1631,0.2332,0.1123,0.0001,0.4112,0.0,0.6055,0.24
1519,e03dbbd05912182b,91,9.1,0.157901,0.129933,2.8,31.244,0,0.4015,0.1026,0.0654,0.0001,0.4879,0.0,0.3948,0.48
1520,5446a906ecba400e,91,9.1,0.159761,0.112503,6.3,16.539,0,0.0001,0.0008,0.0021,0.0,0.1136,0.0,0.7069,0.68
1521,14f1f4ef1dd7e56,91,9.1,0.257297,0.179441,8.2,7.312,0,0.162,0.2878,0.1891,0.0113,0.6696,0.0918,0.6203,0.88
1522,f823a19a20a83356,91,9.1,0.235329,0.084149,8.8,5.668,0,0.3669,0.1371,0.1104,0.0003,0.9182,0.3109,0.2481,0.08
1523,14b678275b9eefad,91,9.1,0.225093,0.198007,9.0,14.763,0,0.1061,0.2915,0.1238,0.0,0.225,0.0,0.8824,0.72
1524,28712617c3a313b4,91,9.1,0.428533,0.184943,1.0,4.39,0,0.388,0.4148,0.6038,0.0121,1.0,0.4814,0.7674,0.6
1525,321d454418716e5d,91,9.1,0.331516,0.179593,0.4,34.301,0,0.5358,0.5059,1.0,0.0005,0.1886,0.0,0.5696,0.72
1526,208c708a8f454038,91,9.1,0.44215,0.163119,2.0,2.46,0,0.2469,0.2743,0.5114,0.0194,1.0,0.7387,0.8059,0.2
1527,9df626eb4a97c13e,91,9.1,0.192721,0.183262,0.9,11.882,0,0.0311,0.0794,0.0417,0.0,0.2155,0.0,0.8777,0.48
1528,d55a3c3be6cf9da8,91,9.1,0.141694,0.096019,0.7,1000000.0,0,0.5942,0.1857,0.0869,0.0016,0.598,0.0,0.0,0.56
1529,6ae21755b86059df,91,9.1,0.104029,0.076127,0.0,1000000.0,0,0.1068,0.1478,0.1276,0.0003,0.4465,0.0,0.0,0.36
1530,e97f8240c87eccc6,91,9.1,0.119239,0.088391,5.7,1000000.0,0,0.536,0.3519,0.2851,0.0006,0.2178,0.0,0.0,0.36
1531,158c08a60402de67,91,9.1,0.346244,0.141097,7.8,2.285,0,0.35,0.2845,0.1298,0.0001,0.221,0.7621,0.5933,0.2
1532,6332f077d8f0cc88,91,9.1,0.181335,0.166701,5.6,11.929,0,0.0462,0.0797,0.0749,0.0,0.164,0.0,0.8316,0.56
1533,cda560f811d34d8c,91,9.1,0.188776,0.125075,2.8,5.301,0,0.2811,0.2667,0.1061,0.0037,0.7468,0.3599,0.877,0.36
1534,7ef1a80e813a3aaa,91,9.1,0.32822,0.139245,0.1,3.604,0,0.2584,0.2313,0.6978,0.0031,1.0,0.5862,0.5734,0.28
1535,50e34a50b74765fb,91,9.1,0.216085,0.192327,8.4,52.225,0,0.0758,0.1572,0.0614,0.0,0.4972,0.0,0.8781,0.28
