idx,trajectory_id,frames,duration_s,R_max,R_mean,peak_at_s,min_ttc_raw,ticks_ttc_lt2,max_speed,max_accel,max_jerk,max_steer_var,max_lane_offset,max_ttc,max_headway,max_density
620,29__1793,308,12.32,0.335762,0.21418,11.28,6.423,0,1.0,0.0944,0.0283,0.0,1.0,0.2103,0.5198,0.2
621,29__1475,354,14.16,0.171614,0.155711,12.84,inf,0,1.0,0.0409,0.0145,0.0,0.6533,0.0,0.0,0.24
622,29__1403,343,13.72,0.212838,0.198332,8.64,29.425,0,1.0,0.058,0.0188,0.0,1.0,0.0,0.0269,0.24
623,29__1118,438,17.52,0.201031,0.194607,8.44,134.117,0,0.8486,0.0172,0.0079,0.0,1.0,0.0,0.0,0.2
624,29__1020,318,12.72,0.372839,0.220819,11.52,4.495,0,1.0,0.0786,0.0175,0.0,1.0,0.4673,0.734,0.28
625,29__1988,442,17.68,0.199455,0.181005,0.12,741.0,0,0.8447,0.0141,0.0171,0.0,1.0,0.0,0.02,0.2
626,29__1917,344,13.76,0.416258,0.19578,1.64,4.958,0,1.0,0.0891,0.0225,0.0003,1.0,0.4056,0.7967,0.36
627,29__1019,286,11.44,0.20307,0.173496,6.36,76.758,0,1.0,0.0402,0.0383,0.0,0.87,0.0,0.0,0.28
628,29__2071,373,14.92,0.312299,0.281755,4.28,43.708,0,1.0,0.1386,0.0634,0.0,1.0,0.0,0.5566,0.44
629,29__427,388,15.52,0.215995,0.190916,13.84,20.692,0,1.0,0.0602,0.0164,0.0,0.5967,0.0,0.4567,0.32
630,29__730,287,11.48,0.213715,0.19906,6.52,161.011,0,1.0,0.0371,0.0083,0.0,1.0,0.0,0.0,0.24
631,29__1470,315,12.6,0.229508,0.1547,1.08,229.391,0,1.0,0.0313,0.0118,0.0,1.0,0.0,0.1293,0.28
632,29__1512,353,14.12,0.213986,0.187974,0.84,38.912,0,1.0,0.0501,0.0163,0.0,1.0,0.0,0.0,0.28
633,29__34,446,17.84,0.302091,0.272507,15.32,19.156,0,0.8411,0.0329,0.0182,0.0,1.0,0.0,0.6257,0.32
634,29__1758,444,17.76,0.185448,0.137003,0.84,63.896,0,0.8457,0.0357,0.0163,0.0,0.4667,0.0,0.3447,0.4
635,29__1412,230,9.2,0.210124,0.179803,7.84,14.246,0,1.0,0.0797,0.0214,0.0,0.95,0.0,0.0,0.28
636,29__1274,323,12.92,0.185836,0.15526,0.0,28.98,0,1.0,0.0604,0.0164,0.0,0.83,0.0,0.0,0.2
637,29__94,323,12.92,0.301614,0.286175,0.84,40.514,0,1.0,0.0667,0.0221,0.0,0.9933,0.0,0.5619,0.4
638,29__551,369,14.76,0.301643,0.27582,5.6,34.608,0,1.0,0.0454,0.0163,0.0,0.7967,0.0,0.7424,0.44
639,29__682,479,19.16,0.292852,0.252421,10.52,18.773,0,0.8129,0.0533,0.0119,0.0,0.78,0.0,0.7991,0.36
640,29__442,273,10.92,0.351437,0.220982,9.68,5.237,0,1.0,0.0546,0.0118,0.0,1.0,0.3684,0.3388,0.16
641,29__1025,310,12.4,0.305348,0.24356,10.72,48.543,0,1.0,0.0772,0.0248,0.0,0.9667,0.0,0.6553,0.32
642,29__587,312,12.48,0.338742,0.248964,0.16,21.952,0,1.0,0.1365,0.0208,0.0,1.0,0.0,0.8681,0.4
643,29__379,320,12.8,0.353401,0.28178,6.04,8.068,0,1.0,0.0545,0.0252,0.0,1.0,0.0,0.8953,0.44
644,29__404,305,12.2,0.275667,0.225368,0.0,21.094,0,1.0,0.0645,0.0208,0.0,1.0,0.0,0.6748,0.36
645,29__339,317,12.68,0.305713,0.22072,9.32,9.135,0,1.0,0.0613,0.0142,0.0,1.0,0.0,0.6584,0.24
646,29__1343,440,17.6,0.232725,0.221029,14.76,248.048,0,0.8429,0.1073,0.0407,0.0,1.0,0.0,0.1631,0.4
647,29__562,415,16.6,0.229334,0.212399,12.8,70.847,0,0.895,0.0263,0.0108,0.0,1.0,0.0,0.1578,0.28
648,29__244,450,18.0,0.257414,0.218247,0.0,280.385,0,0.8446,0.033,0.0214,0.0,0.8533,0.0,0.5555,0.24
649,29__225,434,17.36,0.205519,0.191259,5.6,227.641,0,0.855,0.0183,0.0249,0.0,1.0,0.0,0.0,0.28
650,29__575,338,13.52,0.283374,0.247484,1.6,16.765,0,1.0,0.0729,0.0212,0.0,0.8967,0.0,0.5228,0.28
651,29__226,447,17.88,0.283562,0.218486,0.56,31.942,0,0.8482,0.1172,0.0377,0.0,0.9333,0.0,0.6609,0.28
652,29__638,362,14.48,0.252884,0.200369,6.64,inf,0,1.0,0.0188,0.0065,0.0,1.0,0.0,0.724,0.2
653,29__965,427,17.08,0.176345,0.153705,2.0,inf,0,0.8739,0.0163,0.013,0.0,0.8533,0.0,0.0,0.16
654,29__1068,432,17.28,0.208159,0.180717,0.64,67.632,0,0.8607,0.034,0.012,0.0,1.0,0.0,0.0029,0.32
655,29__1334,288,11.52,0.185351,0.170152,8.44,inf,0,1.0,0.0586,0.0178,0.0,0.7467,0.0,0.0,0.32
656,29__29,317,12.68,0.210827,0.180843,0.84,617.875,0,1.0,0.0186,0.0054,0.0,0.7333,0.0,0.1859,0.24
657,29__1193,419,16.76,0.263536,0.240002,3.32,66.642,0,0.8907,0.0321,0.0123,0.0,1.0,0.0,0.4852,0.36
658,29__1104,448,17.92,0.197518,0.182302,4.0,243.897,0,0.8382,0.0295,0.0144,0.0001,1.0,0.0,0.0,0.16
659,29__1250,310,12.4,0.297537,0.150525,11.32,6.084,0,1.0,0.0507,0.021,0.0001,1.0,0.2555,0.5476,0.24
660,29__1995,360,14.4,0.146232,0.129279,12.04,736.6,0,1.0,0.1043,0.0363,0.0,0.4567,0.0,0.0,0.24
661,29__1177,381,15.24,0.221168,0.20138,10.08,51.057,0,0.9786,0.023,0.0125,0.0,0.7433,0.0,0.2957,0.32
662,29__518,355,14.2,0.281597,0.200974,0.84,inf,0,0.8968,0.1373,0.1248,0.0,1.0,0.0,0.4529,0.4
663,29__1427,305,12.2,0.203544,0.184856,0.72,inf,0,1.0,0.0472,0.0128,0.0,0.9433,0.0,0.0,0.24
664,29__1216,461,18.44,0.17856,0.156822,2.96,inf,0,0.8289,0.0286,0.0111,0.0,0.7533,0.0,0.0941,0.24
665,29__964,317,12.68,0.186001,0.17128,2.52,inf,0,1.0,0.0487,0.0241,0.0,0.77,0.0,0.0,0.2
666,29__75,331,13.24,0.278016,0.228299,11.28,17.412,0,1.0,0.0703,0.0208,0.0,1.0,0.0,0.3762,0.36
667,29__1458,310,12.4,0.215386,0.193832,10.04,inf,0,1.0,0.039,0.0069,0.0,1.0,0.0,0.0,0.28
668,29__1576,337,13.48,0.460787,0.304698,3.88,2.364,0,1.0,0.0687,0.0149,0.0001,1.0,0.7514,0.8748,0.4
669,29__1900,314,12.56,0.242214,0.203407,0.0,565.625,0,1.0,0.0572,0.0208,0.0,0.93,0.0,0.2572,0.24
670,29__1849,452,18.08,0.224884,0.199712,8.04,29.222,0,0.8357,0.058,0.0175,0.0,0.54,0.0,0.6112,0.28
671,29__514,381,15.24,0.217676,0.191521,0.0,inf,0,0.9857,0.0557,0.0132,0.0,0.73,0.0,0.3007,0.36
672,29__354,343,13.72,0.179951,0.163255,9.48,inf,0,1.0,0.0415,0.0208,0.0,0.7167,0.0,0.0,0.36
673,29__1217,292,11.68,0.181269,0.161,1.12,34.82,0,1.0,0.08,0.0159,0.0,0.6533,0.0,0.1041,0.28
674,29__1966,458,18.32,0.182459,0.147884,0.0,inf,0,0.8418,0.0348,0.0122,0.0,0.7933,0.0,0.1379,0.32
675,29__1249,330,13.2,0.330852,0.215557,0.0,inf,0,1.0,0.0415,0.0194,0.0,1.0,0.0,0.7895,0.32
676,29__684,331,13.24,0.313291,0.289385,6.36,15.897,0,1.0,0.0773,0.0213,0.0,0.91,0.0,0.7157,0.32
677,29__512,383,15.32,0.271843,0.237404,0.28,33.306,0,1.0,0.0819,0.0212,0.0,0.81,0.0,0.6912,0.4
678,29__555,418,16.72,0.212663,0.200047,7.76,33.573,0,0.8875,0.0375,0.0208,0.0,1.0,0.0,0.0,0.36
679,29__898,420,16.8,0.232903,0.210462,8.48,155.179,0,0.8886,0.0141,0.0068,0.0,0.8,0.0,0.3152,0.32
680,29__647,400,16.0,0.317468,0.208393,11.04,inf,0,0.935,0.0155,0.0208,0.0,1.0,0.0,0.7974,0.28
681,29__737,302,12.08,0.234443,0.209883,7.76,250.625,0,1.0,0.0444,0.0208,0.0,0.8467,0.0,0.3807,0.32
682,29__826,419,16.76,0.154283,0.130951,10.32,inf,0,0.8893,0.0226,0.008,0.0,0.6333,0.0,0.0,0.28
683,29__2062,363,14.52,0.306905,0.282251,0.0,170.071,0,1.0,0.0351,0.0135,0.0,1.0,0.0,0.6284,0.4
684,29__1048,421,16.84,0.302983,0.26264,0.44,inf,0,0.8725,0.0174,0.0083,0.0001,0.8833,0.0,0.7679,0.32
685,29__836,283,11.32,0.20226,0.18544,9.6,1671.0,0,1.0,0.0409,0.0099,0.0,0.94,0.0,0.0,0.32
686,29__1338,423,16.92,0.175348,0.148467,16.52,inf,0,0.8818,0.0203,0.0064,0.0,0.8133,0.0,0.0,0.24
687,29__1979,346,13.84,0.252909,0.210559,0.0,218.75,0,1.0,0.0298,0.0077,0.0,0.9233,0.0,0.3095,0.28
688,29__1229,369,14.76,0.198715,0.185107,1.96,inf,0,1.0,0.0611,0.02,0.0,0.8567,0.0,0.2607,0.24
689,29__134,457,18.28,0.168017,0.147138,16.64,590.056,0,0.8211,0.0163,0.0061,0.0,0.74,0.0,0.0,0.36
690,29__314,346,13.84,0.198989,0.178815,10.04,inf,0,1.0,0.0357,0.0097,0.0,0.8633,0.0,0.1433,0.32
691,29__1291,301,12.04,0.188073,0.160008,2.52,58.079,0,1.0,0.0319,0.0091,0.0,0.8167,0.0,0.0,0.16
692,29__1336,409,16.36,0.200609,0.158364,1.08,inf,0,0.8654,0.0174,0.0071,0.0,1.0,0.0,0.0,0.32
693,29__1707,310,12.4,0.252158,0.192694,7.36,11.646,0,1.0,0.0861,0.0215,0.0,0.6167,0.0,0.6879,0.36
694,29__671,448,17.92,0.159047,0.142391,17.88,inf,0,0.8354,0.0177,0.0086,0.0,0.68,0.0,0.0,0.32
695,29__1225,345,13.8,0.286429,0.223748,12.16,9.621,0,1.0,0.1457,0.0313,0.0,1.0,0.0,0.5134,0.24
696,29__402,357,14.28,0.304506,0.243728,4.48,inf,0,1.0,0.044,0.0148,0.0,1.0,0.0,0.679,0.36
697,29__2142,298,11.92,0.226232,0.138441,0.04,inf,0,0.7489,0.0485,0.0169,0.0,1.0,0.0,0.2416,0.2
698,29__1592,335,13.4,0.320714,0.276902,12.76,60.962,0,1.0,0.0707,0.0298,0.0,0.8733,0.0,0.8136,0.48
699,29__1953,352,14.08,0.285621,0.253054,2.4,10.76,0,1.0,0.0845,0.0195,0.0,0.7367,0.0,0.7543,0.4
700,29__1781,350,14.0,0.250046,0.213026,3.36,51.58,0,1.0,0.0829,0.0146,0.0,1.0,0.0,0.2219,0.28
701,29__1660,288,11.52,0.158504,0.146037,0.08,305.302,0,1.0,0.0287,0.0131,0.0,0.55,0.0,0.0,0.32
702,29__1828,328,13.12,0.177585,0.152201,1.08,inf,0,1.0,0.0326,0.0126,0.0,0.75,0.0,0.0,0.28
703,29__1961,310,12.4,0.258708,0.237971,11.76,15.946,0,1.0,0.0717,0.0209,0.0,0.4433,0.0,0.8009,0.32
704,29__1831,306,12.24,0.210132,0.193184,8.76,34.3,0,1.0,0.0262,0.0132,0.0,0.9667,0.0,0.0,0.24
705,29__241,408,16.32,0.337926,0.310008,2.88,11.68,0,0.9449,0.0819,0.0231,0.0001,1.0,0.0,0.8616,0.32
706,29__267,357,14.28,0.272695,0.255825,2.36,45.536,0,1.0,0.0378,0.0083,0.0,1.0,0.0,0.405,0.32
707,29__2030,320,12.8,0.262297,0.244896,9.8,inf,0,1.0,0.0249,0.0074,0.0,0.8667,0.0,0.4945,0.36
708,29__707,338,13.52,0.288723,0.262371,0.0,18.111,0,1.0,0.0653,0.0199,0.0,0.6767,0.0,0.8274,0.28
709,29__85,457,18.28,0.204816,0.170933,15.56,inf,0,0.8225,0.07,0.0482,0.0001,1.0,0.0,0.0,0.4
710,29__343,278,11.12,0.176292,0.16253,9.48,16.544,0,1.0,0.0929,0.0211,0.0,0.65,0.0,0.0,0.28
711,29__1738,314,12.56,0.260757,0.242805,0.0,87.837,0,1.0,0.0729,0.0208,0.0,1.0,0.0,0.3498,0.28
712,29__25,413,16.52,0.288023,0.263125,13.92,57.76,0,0.9136,0.0372,0.0133,0.0,0.9767,0.0,0.5391,0.32
713,29__388,403,16.12,0.289263,0.236158,14.56,16.566,0,0.9386,0.0358,0.0122,0.0,1.0,0.0,0.5409,0.32
714,29__1756,438,17.52,0.241057,0.210572,0.72,55.718,0,0.8629,0.0392,0.0208,0.0,0.99,0.0,0.3612,0.32
715,29__711,244,9.76,0.202101,0.178758,1.04,32.581,0,1.0,0.0888,0.0303,0.0,0.8467,0.0,0.0,0.4
716,29__195,342,13.68,0.25133,0.227711,0.0,36.937,0,1.0,0.0388,0.0119,0.0,0.87,0.0,0.4738,0.32
717,29__2084,480,19.2,0.162579,0.145661,0.4,26.876,0,0.8082,0.09,0.0187,0.0,0.7733,0.0,0.0,0.32
718,29__193,414,16.56,0.195909,0.180015,16.0,241.798,0,0.8947,0.0158,0.0063,0.0,1.0,0.0,0.0,0.24
719,29__2120,347,13.88,0.218486,0.193324,9.24,inf,0,1.0,0.023,0.0216,0.0,1.0,0.0,0.0,0.28
720,29__1761,439,17.56,0.235946,0.213265,7.32,16.466,0,0.8575,0.0731,0.0257,0.0,0.2533,0.0,0.8481,0.4
721,29__1942,469,18.76,0.206976,0.189376,7.28,1186.2,0,0.7847,0.0343,0.0093,0.0,1.0,0.0,0.0674,0.36
722,29__593,464,18.56,0.199405,0.189905,1.8,inf,0,0.7954,0.0218,0.0285,0.0001,1.0,0.0,0.0,0.24
723,29__1676,423,16.92,0.223873,0.196332,2.32,inf,0,0.8989,0.0457,0.0253,0.0,0.5633,0.0,0.4866,0.36
724,29__1535,391,15.64,0.1935,0.171087,8.6,inf,0,0.9375,0.1414,0.0486,0.0,0.85,0.0,0.094,0.28
725,29__460,306,12.24,0.212573,0.196331,4.16,33.005,0,1.0,0.0772,0.0187,0.0,1.0,0.0,0.0712,0.2
726,29__58,339,13.56,0.316186,0.275635,1.56,inf,0,1.0,0.0524,0.0143,0.0,1.0,0.0,0.6822,0.32
727,29__547,421,16.84,0.204294,0.179864,15.0,17.011,0,0.9118,0.0643,0.0184,0.0,0.8833,0.0,0.3028,0.4
728,29__1211,300,12.0,0.210841,0.199215,3.04,38.607,0,1.0,0.0644,0.0208,0.0,0.9133,0.0,0.0878,0.32
729,29__19,333,13.32,0.217987,0.208286,11.96,inf,0,1.0,0.0463,0.0144,0.0,1.0,0.0,0.0,0.24
730,29__1394,323,12.92,0.208567,0.183497,12.84,inf,0,1.0,0.07,0.0179,0.0,0.9867,0.0,0.0,0.24
731,29__2110,284,11.36,0.197507,0.167769,10.96,37.646,0,1.0,0.0538,0.02,0.0,0.7733,0.0,0.0,0.32
732,29__820,269,10.76,0.154643,0.144665,10.72,154.608,0,1.0,0.0321,0.0208,0.0,0.5733,0.0,0.0,0.28
733,29__1510,317,12.68,0.295257,0.275921,3.12,inf,0,1.0,0.0449,0.015,0.0,0.82,0.0,0.7143,0.32
734,29__146,301,12.04,0.169242,0.154437,0.04,inf,0,1.0,0.1129,0.0307,0.0,0.6633,0.0,0.0,0.28
735,29__230,301,12.04,0.239766,0.203551,5.8,25.891,0,1.0,0.0748,0.0281,0.0,0.88,0.0,0.4097,0.24
736,29__378,302,12.08,0.198168,0.177699,12.04,28.167,0,1.0,0.0615,0.0183,0.0,0.87,0.0,0.1348,0.36
737,29__437,323,12.92,0.295463,0.263524,1.8,inf,0,1.0,0.0743,0.0208,0.0,0.8033,0.0,0.6526,0.32
738,29__664,309,12.36,0.174779,0.122837,12.28,45.949,0,1.0,0.0457,0.0082,0.0,0.73,0.0,0.0,0.24
739,29__1493,293,11.72,0.209991,0.180594,9.12,30.779,0,1.0,0.0756,0.0286,0.0001,1.0,0.0,0.0,0.24
740,29__2101,412,16.48,0.305931,0.278247,10.64,16.796,0,0.9079,0.0396,0.0208,0.0,0.83,0.0,0.7916,0.32
741,29__1875,342,13.68,0.178352,0.159211,8.48,74.86,0,1.0,0.0201,0.0069,0.0,0.45,0.0,0.3122,0.24
742,29__550,364,14.56,0.234591,0.1993,13.0,26.146,0,1.0,0.0501,0.0208,0.0,0.71,0.0,0.3807,0.48
743,29__2111,312,12.48,0.296848,0.2256,11.0,6.795,0,1.0,0.0707,0.0216,0.0001,1.0,0.1606,0.5824,0.28
744,29__1041,420,16.8,0.143419,0.130694,14.2,110.645,0,0.8914,0.0229,0.0081,0.0,0.5,0.0,0.0,0.28
745,29__329,313,12.52,0.296949,0.26134,2.48,13.335,0,1.0,0.1017,0.0427,0.0,0.7567,0.0,0.7029,0.36
746,29__1310,457,18.28,0.30874,0.285302,7.16,50.659,0,0.8225,0.0258,0.0205,0.0003,1.0,0.0,0.7131,0.28
747,29__556,380,15.2,0.222484,0.201266,2.04,inf,0,0.995,0.0357,0.0178,0.0,1.0,0.0,0.0,0.4
748,29__386,328,13.12,0.168542,0.15081,0.0,35.403,0,1.0,0.0592,0.022,0.0,0.69,0.0,0.0,0.24
749,29__1140,430,17.2,0.197862,0.164252,10.96,109.58,0,0.8689,0.0194,0.0068,0.0,0.9933,0.0,0.0,0.16
750,29__2048,368,14.72,0.218976,0.192814,8.92,817.0,0,1.0,0.0305,0.0193,0.0,0.81,0.0,0.1898,0.36
751,29__445,301,12.04,0.270155,0.211568,5.96,6.279,0,1.0,0.0551,0.0225,0.0,1.0,0.2294,0.7264,0.2
752,29__1313,316,12.64,0.218019,0.199478,7.0,356.571,0,1.0,0.0301,0.0206,0.0,0.7767,0.0,0.2917,0.28
753,29__872,418,16.72,0.291223,0.197505,0.08,inf,0,0.8875,0.0212,0.0117,0.0,0.91,0.0,0.6847,0.28
754,29__810,338,13.52,0.182696,0.174351,6.96,108.913,0,1.0,0.0287,0.0109,0.0,0.7767,0.0,0.0,0.24
755,29__452,437,17.48,0.198979,0.186895,1.24,inf,0,0.8464,0.0192,0.0297,0.0,1.0,0.0,0.0,0.2
756,29__1886,354,14.16,0.247203,0.198295,7.8,7.802,0,1.0,0.1929,0.0461,0.0,0.69,0.0264,0.619,0.24
757,29__1280,326,13.04,0.267179,0.208134,0.0,55.289,0,1.0,0.0592,0.0053,0.0,1.0,0.0,0.4743,0.24
758,29__1779,304,12.16,0.176843,0.167019,0.36,16.185,0,1.0,0.0344,0.0166,0.0,0.6833,0.0,0.0,0.32
759,29__1812,298,11.92,0.215077,0.194377,10.08,58.902,0,1.0,0.143,0.0518,0.0,0.9867,0.0,0.0431,0.2
760,29__74,450,18.0,0.218713,0.205387,13.2,176.516,0,0.8207,0.0273,0.0207,0.0,1.0,0.0,0.1095,0.32
761,29__1438,291,11.64,0.340821,0.203707,5.68,5.835,0,1.0,0.0858,0.0235,0.0,0.5367,0.2887,0.8459,0.24
762,29__294,409,16.36,0.207161,0.185957,15.64,inf,0,0.9075,0.023,0.0208,0.0001,1.0,0.0,0.0,0.28
763,29__266,292,11.68,0.216334,0.205514,7.72,39.869,0,1.0,0.0661,0.0195,0.0,1.0,0.0,0.0,0.28
764,29__973,308,12.32,0.216336,0.171302,3.84,68.972,0,1.0,0.0587,0.0121,0.0,1.0,0.0,0.0,0.24
765,29__1958,272,10.88,0.220505,0.184028,9.52,8.867,0,1.0,0.1418,0.055,0.0,1.0,0.0,0.1679,0.24
766,29__121,496,19.84,0.231811,0.20212,1.72,32.514,0,0.7582,0.0475,0.0195,0.0,0.7533,0.0,0.5017,0.32
767,29__180,321,12.84,0.273418,0.249651,8.96,52.369,0,1.0,0.1061,0.0207,0.0,0.9333,0.0,0.4588,0.32
768,29__1091,291,11.64,0.213898,0.194231,0.96,inf,0,1.0,0.0558,0.007,0.0,1.0,0.0,0.0,0.32
769,29__426,325,13.0,0.206643,0.176332,12.0,28.069,0,1.0,0.0625,0.0116,0.0,0.92,0.0,0.0,0.28
770,29__1661,376,15.04,0.200417,0.172558,12.72,37.936,0,1.0,0.0472,0.0208,0.0,0.9033,0.0,0.1107,0.32
771,29__2028,426,17.04,0.244302,0.210142,15.68,22.532,0,0.8622,0.0489,0.0141,0.0,1.0,0.0,0.4262,0.28
772,29__614,356,14.24,0.260385,0.185921,8.2,6.886,0,1.0,0.0425,0.0107,0.0,1.0,0.1485,0.3467,0.24
773,29__135,345,13.8,0.208124,0.17064,7.12,325.835,0,1.0,0.0499,0.0211,0.0001,1.0,0.0,0.0,0.2
774,29__1863,409,16.36,0.297211,0.269466,4.64,16.763,0,0.9243,0.0535,0.0229,0.0,0.9167,0.0,0.7578,0.44
775,29__481,427,17.08,0.197855,0.183417,15.44,167.564,0,0.8757,0.0172,0.006,0.0,0.9067,0.0,0.0,0.32
776,29__1013,343,13.72,0.211683,0.196493,3.0,inf,0,1.0,0.0295,0.0078,0.0,1.0,0.0,0.0,0.2
777,29__874,314,12.56,0.199557,0.175629,12.36,inf,0,1.0,0.0271,0.0055,0.0,0.8933,0.0,0.0,0.28
778,29__1836,442,17.68,0.265432,0.189522,0.0,inf,0,0.8997,0.1146,0.0334,0.0,0.78,0.0,0.6881,0.36
779,29__2091,353,14.12,0.222789,0.18894,0.56,16.836,0,1.0,0.18,0.033,0.0,1.0,0.0,0.0,0.24
780,29__959,354,14.16,0.190119,0.178078,6.12,14.137,0,1.0,0.0404,0.0208,0.0,0.8,0.0,0.0,0.24
781,29__1862,368,14.72,0.294699,0.213533,4.0,inf,0,1.0,0.05,0.0177,0.0,1.0,0.0,0.5993,0.24
782,29__851,332,13.28,0.215858,0.199209,2.2,43.641,0,1.0,0.0319,0.0148,0.0,1.0,0.0,0.0,0.24
783,29__1395,416,16.64,0.262742,0.226418,12.68,24.459,0,0.8907,0.0183,0.01,0.0,1.0,0.0,0.5074,0.24
784,29__1481,296,11.84,0.215302,0.146882,3.16,37.756,0,1.0,0.0625,0.0205,0.0001,1.0,0.0,0.0,0.16
785,29__1067,312,12.48,0.263996,0.232522,0.72,inf,0,1.0,0.0472,0.0087,0.0,0.7033,0.0,0.6121,0.32
786,29__155,328,13.12,0.198723,0.171289,0.0,51.84,0,1.0,0.0167,0.0145,0.0,0.95,0.0,0.0,0.36
787,29__1656,436,17.44,0.180702,0.152327,0.08,38.247,0,0.8532,0.0291,0.011,0.0,0.8267,0.0,0.0,0.36
788,29__1264,339,13.56,0.194238,0.152672,0.92,inf,0,1.0,0.0544,0.0083,0.0,0.5167,0.0,0.3045,0.32
789,29__138,336,13.44,0.281756,0.227791,3.08,68.765,0,1.0,0.1201,0.0339,0.0,1.0,0.0,0.4316,0.28
790,29__950,351,14.04,0.310736,0.246978,6.72,9.073,0,1.0,0.0591,0.0215,0.0,1.0,0.0,0.6462,0.32
791,29__1101,327,13.08,0.209501,0.171638,0.72,inf,0,1.0,0.0618,0.0209,0.0,1.0,0.0,0.0,0.2
792,29__561,313,12.52,0.299387,0.271455,11.88,21.649,0,1.0,0.0505,0.0161,0.0,0.9067,0.0,0.7605,0.4
793,29__48,305,12.2,0.212406,0.188973,2.16,72.013,0,1.0,0.0303,0.0208,0.0,1.0,0.0,0.0,0.28
794,29__1429,425,17.0,0.193649,0.173634,16.08,133.358,0,0.8932,0.035,0.0095,0.0,0.9133,0.0,0.0,0.28
795,29__1642,320,12.8,0.265329,0.226751,11.48,7.493,0,1.0,0.0548,0.0204,0.0,0.7667,0.0676,0.6874,0.36
796,29__321,319,12.76,0.287748,0.233785,0.64,45.829,0,1.0,0.0472,0.0083,0.0,1.0,0.0,0.5081,0.28
797,29__1708,440,17.6,0.275235,0.242055,3.48,32.652,0,0.8436,0.0346,0.0161,0.0,0.57,0.0,0.7928,0.44
798,29__1600,312,12.48,0.182448,0.158819,4.52,198.846,0,1.0,0.0658,0.0212,0.0,0.69,0.0,0.0,0.24
799,29__1126,468,18.72,0.206444,0.190906,7.32,56.744,0,0.8286,0.1257,0.0398,0.0,0.8933,0.0,0.2505,0.2
800,29__993,427,17.08,0.167999,0.147949,1.36,303.0,0,0.8804,0.0326,0.0145,0.0,0.7533,0.0,0.0,0.2
801,29__771,320,12.8,0.380847,0.291146,4.64,5.936,0,1.0,0.1758,0.0553,0.0001,1.0,0.2752,0.9371,0.24
802,29__245,346,13.84,0.142166,0.126008,1.68,2103.5,0,1.0,0.0141,0.0086,0.0,0.47,0.0,0.0,0.24
803,29__2074,288,11.52,0.231719,0.186616,8.56,10.723,0,1.0,0.1048,0.0208,0.0,0.5833,0.0,0.5038,0.32
804,29__905,384,15.36,0.262287,0.240499,9.08,13.621,0,1.0,0.0716,0.0251,0.0,0.69,0.0,0.7138,0.4
805,29__31,315,12.6,0.203455,0.173142,12.4,51.494,0,1.0,0.0222,0.0125,0.0,0.9767,0.0,0.0,0.28
806,29__2139,258,10.32,0.200585,0.187659,7.08,inf,0,1.0,0.0475,0.0117,0.0,0.9133,0.0,0.0,0.28
807,29__77,354,14.16,0.287064,0.191619,10.2,12.712,0,1.0,0.1,0.0199,0.0,0.9567,0.0,0.816,0.24
808,29__1018,430,17.2,0.259271,0.223383,8.28,11.634,0,0.9229,0.106,0.0224,0.0,0.4867,0.0,0.7919,0.32
809,29__1254,429,17.16,0.203322,0.178928,0.76,82.053,0,0.8772,0.033,0.0089,0.0,1.0,0.0,0.0,0.28
810,29__1946,366,14.64,0.187806,0.155175,12.52,14.76,0,1.0,0.0802,0.021,0.0,0.5233,0.0,0.3743,0.4
811,29__1258,316,12.64,0.209893,0.140462,0.0,inf,0,1.0,0.0743,0.0208,0.0,0.6567,0.0,0.2553,0.2
812,29__1739,324,12.96,0.278585,0.228517,0.56,40.819,0,1.0,0.0472,0.0124,0.0,0.83,0.0,0.5545,0.4
813,29__1124,347,13.88,0.215277,0.205275,11.84,19.234,0,1.0,0.0371,0.0208,0.0,1.0,0.0,0.0717,0.24
814,29__286,333,13.32,0.255103,0.23304,11.0,21.663,0,1.0,0.0387,0.019,0.0,0.71,0.0,0.555,0.2
815,29__2027,461,18.44,0.200487,0.182417,7.2,174.886,0,0.8136,0.0144,0.0078,0.0,1.0,0.0,0.0333,0.28
816,29__1865,320,12.8,0.245159,0.221998,1.72,65.0,0,1.0,0.0545,0.0208,0.0,0.63,0.0,0.4536,0.36
817,29__985,345,13.8,0.269394,0.193732,0.0,inf,0,1.0,0.0341,0.0208,0.0,1.0,0.0,0.4421,0.28
818,29__787,347,13.88,0.282678,0.176166,11.04,28.366,0,1.0,0.0814,0.0213,0.0,0.6433,0.0,0.7791,0.24
819,29__500,357,14.28,0.199023,0.176418,1.04,51.73,0,1.0,0.0301,0.0126,0.0,0.7367,0.0,0.1841,0.4
820,29__106,500,20.0,0.129058,0.119851,11.4,inf,0,0.74,0.0144,0.007,0.0,0.5133,0.0,0.0,0.32
821,29__1165,316,12.64,0.212176,0.19649,10.88,inf,0,1.0,0.1272,0.0466,0.0,0.92,0.0,0.0029,0.36
822,29__517,385,15.4,0.24689,0.22051,1.0,15.232,0,0.98,0.0729,0.0255,0.0,0.8433,0.0,0.5159,0.44
823,29__1161,378,15.12,0.19736,0.170961,9.68,inf,0,1.0,0.0529,0.0161,0.0,0.9433,0.0,0.0,0.28
824,29__1792,291,11.64,0.159361,0.136273,0.72,21.839,0,1.0,0.0239,0.013,0.0,0.53,0.0,0.0,0.32
